web-scraper-order,web-scraper-start-url,Chien_links_description,Chien_links_description-href,Race,Age,Adresse,Price,Nom,Lien_image
"1738974070-103","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2535190","Chiot Berger Allemand","4 années","Rufisque, Sénégal","150 000 CFA","Chiot Berger Allemand","150 000 CFA"
"1738974074-104","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots shih tzu","https://sn.coinafrique.com/annonce/chiens/chiots-shih-tzu-2536904","Chiots shih tzu","4 années","Point E, Dakar, Sénégal","250 000 CFA","Chiots shih tzu","250 000 CFA"
"1738974077-105","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2541838","Chiots berger allemand","4 années","Guediawaye, Dakar, Sénégal","250 000 CFA","Chiots berger allemand","250 000 CFA"
"1738974080-106","https://sn.coinafrique.com/categorie/chiens?page=9","Belger allemand","https://sn.coinafrique.com/annonce/chiens/belger-allemand-2544470","Belger allemand","4 années","Dakar, Sénégal","Prix sur demande","Belger allemand","Prix sur demande"
"1738974084-107","https://sn.coinafrique.com/categorie/chiens?page=9","Malinois","https://sn.coinafrique.com/annonce/chiens/malinois-2544486","Malinois","4 années","Dakar, Sénégal","Prix sur demande","Malinois","Prix sur demande"
"1738974087-108","https://sn.coinafrique.com/categorie/chiens?page=9","Canish","https://sn.coinafrique.com/annonce/chiens/canish-2551556","Canish","4 années","Fass, Dakar, Sénégal","250 000 CFA","Canish","250 000 CFA"
"1738974091-109","https://sn.coinafrique.com/categorie/chiens?page=9","Femelle pitbull","https://sn.coinafrique.com/annonce/chiens/femelle-pitbull-2555833","Femelle pitbull","4 années","Bargny, Sénégal","120 000 CFA","Femelle pitbull","120 000 CFA"
"1738974095-110","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Boerboel","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-2557147","Chiots Boerboel","4 années","Rufisque, Sénégal","Prix sur demande","Chiots Boerboel","Prix sur demande"
"1738974100-111","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Doberman","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-2567144","Chiots Doberman","4 années","Fann, Dakar, Sénégal","650 000 CFA","Chiots Doberman","650 000 CFA"
"1738974106-112","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bulldog","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-2567149","Chiots Bulldog","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiots Bulldog","Prix sur demande"
"1738974109-113","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Kangal","https://sn.coinafrique.com/annonce/chiens/chiot-kangal-2567155","Chiot Kangal","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiot Kangal","Prix sur demande"
"1738974115-114","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot  Chiuawa","https://sn.coinafrique.com/annonce/chiens/chiot-chiuawa-2567166","Chiot  Chiuawa","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiot  Chiuawa","Prix sur demande"
"1738974118-115","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Spitz Pomperanian","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-pomperanian-2567174","Chiot Spitz Pomperanian","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiot Spitz Pomperanian","Prix sur demande"
"1738974122-116","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Malinois pur sang","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-pur-sang-2567608","Chiots Malinois pur sang","4 années","Ouest Foire, Dakar, Sénégal","250 000 CFA","Chiots Malinois pur sang","250 000 CFA"
"1738974125-117","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rotweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-2567679","Chiot Rotweiller","4 années","Hann Bel-Air, Dakar, Sénégal","300 000 CFA","Chiot Rotweiller","300 000 CFA"
"1738974128-118","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2575614","Chiot Rottweiller","4 années","Hann Bel-Air, Dakar, Sénégal","300 000 CFA","Chiot Rottweiller","300 000 CFA"
"1738974131-119","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Spitz nain Pomeranian","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-pomeranian-2578678","Chiots Spitz nain Pomeranian","4 années","Fann, Dakar, Sénégal","1 900 000 CFA","Chiots Spitz nain Pomeranian","1 900 000 CFA"
"1738974134-120","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2580700","Chiot Rottweiller","4 années","Hann Bel-Air, Dakar, Sénégal","300 000 CFA","Chiot Rottweiller","300 000 CFA"
"1738974138-121","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Bichon","https://sn.coinafrique.com/annonce/chiens/chien-bichon-2581230","Chien Bichon","4 années","Dakar, Sénégal","300 000 CFA","Chien Bichon","300 000 CFA"
"1738974142-122","https://sn.coinafrique.com/categorie/chiens?page=9","Malinois","https://sn.coinafrique.com/annonce/chiens/malinois-2581239","Malinois","4 années","Dakar, Sénégal","300 000 CFA","Malinois","300 000 CFA"
"1738974146-123","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Berger","https://sn.coinafrique.com/annonce/chiens/chien-berger-2581250","Chien Berger","4 années","Dakar, Sénégal","250 000 CFA","Chien Berger","250 000 CFA"
"1738974150-124","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2584995","Chiots Berger Allemand","4 années","Bargny, Sénégal","180 000 CFA","Chiots Berger Allemand","180 000 CFA"
"1738974153-125","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2589325","Chiot rottweiller","4 années","Hann Bel-Air, Dakar, Sénégal","300 000 CFA","Chiot rottweiller","300 000 CFA"
"1738974156-126","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2591285","Chiot Pitbull","4 années","Dakar, Sénégal","150 000 CFA","Chiot Pitbull","150 000 CFA"
"1738974159-127","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot bulldog anglais","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-anglais-2593026","Chiot bulldog anglais","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiot bulldog anglais","Prix sur demande"
"1738974162-128","https://sn.coinafrique.com/categorie/chiens?page=9","Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2598132","Bichon Maltais","4 années","Dakar, Sénégal","230 000 CFA","Bichon Maltais","230 000 CFA"
"1738974165-129","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots race Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-race-bichon-2601423","Chiots race Bichon","4 années","Dieuppeul-Derklé, Dakar, Sénégal","200 000 CFA","Chiots race Bichon","200 000 CFA"
"1738974171-130","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603096","Chiots Bichon","4 années","Dakar, Sénégal","200 CFA","Chiots Bichon","200 CFA"
"1738974173-131","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2603171","Chiot Rottweiller","4 années","Hann Bel-Air, Dakar, Sénégal","250 000 CFA","Chiot Rottweiller","250 000 CFA"
"1738974176-132","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603812","Chiots Bichon","4 années","Dieuppeul-Derklé, Dakar, Sénégal","200 000 CFA","Chiots Bichon","200 000 CFA"
"1738974179-133","https://sn.coinafrique.com/categorie/chiens?page=8","Husky pure race","https://sn.coinafrique.com/annonce/chiens/husky-pure-race-2614016","Husky pure race","4 années","Dakar Plateau, Dakar, Sénégal","450 000 CFA","Husky pure race","450 000 CFA"
"1738974182-134","https://sn.coinafrique.com/categorie/chiens?page=8","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2614957","Bichon maltais","4 années","Dieuppeul-Derklé, Dakar, Sénégal","Prix sur demande","Bichon maltais","Prix sur demande"
"1738974184-135","https://sn.coinafrique.com/categorie/chiens?page=8","Chien rottweiller","https://sn.coinafrique.com/annonce/chiens/chien-rottweiller-2617202","Chien rottweiller","4 années","Hann Bel-Air, Dakar, Sénégal","300 000 CFA","Chien rottweiller","300 000 CFA"
"1738974187-136","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2618543","Chiot Berger Allemand","4 années","Mbour, Sénégal","2 500 000 CFA","Chiot Berger Allemand","2 500 000 CFA"
"1738974190-137","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2619263","Chiot rottweiller","4 années","Hann Bel-Air, Dakar, Sénégal","250 000 CFA","Chiot rottweiller","250 000 CFA"
"1738974193-138","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Rottweiler pur sang","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-pur-sang-2625896","Chiots Rottweiler pur sang","4 années","Dakar Plateau, Dakar, Sénégal","300 000 CFA","Chiots Rottweiler pur sang","300 000 CFA"
"1738974196-139","https://sn.coinafrique.com/categorie/chiens?page=8","Caniche Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161","Caniche Bichon Maltais","4 années","Dakar, Sénégal","465 000 CFA","Caniche Bichon Maltais","465 000 CFA"
"1738974198-140","https://sn.coinafrique.com/categorie/chiens?page=8","Chiens","https://sn.coinafrique.com/annonce/chiens/chiens-2631397","Chiens","4 années","Mbour, Sénégal","20 000 CFA","Chiens","20 000 CFA"
"1738974201-141","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Red Nose pur sang","https://sn.coinafrique.com/annonce/chiens/chien-red-nose-pur-sang-2636139","Chien Red Nose pur sang","4 années","Thies, Sénégal","90 000 CFA","Chien Red Nose pur sang","90 000 CFA"
"1738974204-142","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Chowchow","https://sn.coinafrique.com/annonce/chiens/chiots-chowchow-2636642","Chiots Chowchow","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiots Chowchow","Prix sur demande"
"1738974207-143","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Carlin","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-2636645","Chiots Carlin","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiots Carlin","Prix sur demande"
"1738974209-144","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Husky sibérien","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-2647792","Chiot Husky sibérien","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiot Husky sibérien","Prix sur demande"
"1738974212-145","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2678151","Chiot pitbull","4 années","Mermoz-Sacré Coeur, Dakar, Sénégal","150 000 CFA","Chiot pitbull","150 000 CFA"
"1738974215-146","https://sn.coinafrique.com/categorie/chiens?page=8","Chien malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2683719","Chien malinois","4 années","Mermoz-Sacré Coeur, Dakar, Sénégal","180 000 CFA","Chien malinois","180 000 CFA"
"1738974218-147","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot bulldog françai","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francai-2696757","Chiot bulldog françai","4 années","Fann, Dakar, Sénégal","Prix sur demande","Chiot bulldog françai","Prix sur demande"
"1738974221-148","https://sn.coinafrique.com/categorie/chiens?page=8","Caniche pur sang","https://sn.coinafrique.com/annonce/chiens/caniche-pur-sang-2699954","Caniche pur sang","4 années","Saly, Sénégal","250 000 CFA","Caniche pur sang","250 000 CFA"
"1738974223-149","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Husky sibérien","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-2706061","Chien Husky sibérien","4 années","Dakar, Sénégal","Prix sur demande","Chien Husky sibérien","Prix sur demande"
"1738974226-150","https://sn.coinafrique.com/categorie/chiens?page=8","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-2727458","Chien berger allemand","4 années","Guediawaye, Dakar, Sénégal","250 000 CFA","Chien berger allemand","250 000 CFA"
"1738974229-151","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-2728385","Chiots Bergers allemands","4 années","Rufisque, Sénégal","80 000 CFA","Chiots Bergers allemands","80 000 CFA"
"1738974232-152","https://sn.coinafrique.com/categorie/chiens?page=8","Couple chiots husky sibérien pure race","https://sn.coinafrique.com/annonce/chiens/couple-chiots-husky-siberien-pure-race-2733234","Couple chiots husky sibérien pure race","4 années","Mbao, Dakar, Sénégal","Prix sur demande","Couple chiots husky sibérien pure race","Prix sur demande"
"1738974235-153","https://sn.coinafrique.com/categorie/chiens?page=8","Pitbulls","https://sn.coinafrique.com/annonce/chiens/pitbulls-2748068","Pitbulls","4 années","Bargny, Sénégal","Prix sur demande","Pitbulls","Prix sur demande"
"1738974237-154","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot dog allemand","https://sn.coinafrique.com/annonce/chiens/chiot-dog-allemand-2751446","Chiot dog allemand","4 années","Mamelles, Dakar, Sénégal","500 000 CFA","Chiot dog allemand","500 000 CFA"
"1738974240-155","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bergers allemands pur sang - lignée de travail","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-pur-sang-lignee-de-travail-2762158","Chiots Bergers allemands pur sang - lignée de travail","4 années","Sicap Liberté, Dakar, Sénégal","250 000 CFA","Chiots Bergers allemands pur sang - lignée de travail","250 000 CFA"
"1738974243-156","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-2766184","Chiots","4 années","Dakar, Sénégal","Prix sur demande","Chiots","Prix sur demande"
"1738974247-157","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-2784073","Chiots Pitbull","4 années","Thies, Sénégal","160 000 CFA","Chiots Pitbull","160 000 CFA"
"1738974251-158","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2784090","Chiots berger allemand","4 années","Thies, Sénégal","200 000 CFA","Chiots berger allemand","200 000 CFA"
"1738974254-159","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-2795342","Chiots pitbull","4 années","Saint Louis, Sénégal","175 000 CFA","Chiots pitbull","175 000 CFA"
"1738974257-160","https://sn.coinafrique.com/categorie/chiens?page=8","Chien malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2795793","Chien malinois","4 années","Dakar, Sénégal","Prix sur demande","Chien malinois","Prix sur demande"
"1738974261-161","https://sn.coinafrique.com/categorie/chiens?page=8","Rott royal 10","https://sn.coinafrique.com/annonce/chiens/rott-royal-10-2812803","Rott royal 10","4 années","Dakar, Sénégal","500 000 CFA","Rott royal 10","500 000 CFA"
"1738974264-162","https://sn.coinafrique.com/categorie/chiens?page=8","Bichamon Maltais","https://sn.coinafrique.com/annonce/chiens/bichamon-maltais-2823458","Bichamon Maltais","4 années","Dakar, Sénégal","250 000 CFA","Bichamon Maltais","250 000 CFA"
"1738974268-163","https://sn.coinafrique.com/categorie/chiens?page=8","Berger allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-2835075","Berger allemand","4 années","Almadies, Dakar, Sénégal","150 000 CFA","Berger allemand","150 000 CFA"
"1738974272-164","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand / Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-rottweiller-2861530","Chiot berger allemand / Rottweiller","4 années","Thies, Sénégal","75 000 CFA","Chiot berger allemand / Rottweiller","75 000 CFA"
"1738974275-165","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot mâle Berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-male-berger-allemand-2862580","Chiot mâle Berger allemand","4 années","Thies, Sénégal","100 000 CFA","Chiot mâle Berger allemand","100 000 CFA"
